startTime,time,open,high,low,close,volume
2020-11-26T17:00:00+00:00,1606410000000.0,83.75,87.5,65.0,87.0,127360.50915
2020-11-26T18:00:00+00:00,1606413600000.0,87.0,99.75,86.0,93.5,26691.312275
2020-11-26T19:00:00+00:00,1606417200000.0,93.5,100.0,88.8,96.5,82296.378775
2020-11-26T20:00:00+00:00,1606420800000.0,96.5,103.425,93.525,101.9,77600.76025
2020-11-26T21:00:00+00:00,1606424400000.0,101.9,102.25,95.275,97.0,71813.63255
2020-11-26T22:00:00+00:00,1606428000000.0,97.0,101.85,94.525,99.825,39325.459
2020-11-26T23:00:00+00:00,1606431600000.0,99.825,99.825,85.425,95.0,67679.7647
2020-11-27T00:00:00+00:00,1606435200000.0,95.0,99.85,90.075,98.875,21580.27025
2020-11-27T01:00:00+00:00,1606438800000.0,99.325,116.0,94.725,105.5,65671.086575
2020-11-27T02:00:00+00:00,1606442400000.0,105.5,110.0,96.0,98.0,10807.946775
2020-11-27T03:00:00+00:00,1606446000000.0,98.0,103.6,95.85,99.2,11528.7698
2020-11-27T04:00:00+00:00,1606449600000.0,99.2,105.45,98.0,98.0,48561.59185
2020-11-27T05:00:00+00:00,1606453200000.0,98.0,104.275,98.0,101.025,8042.083275
2020-11-27T06:00:00+00:00,1606456800000.0,101.025,115.575,99.5,110.0,14463.126025
2020-11-27T07:00:00+00:00,1606460400000.0,110.0,110.0,96.75,100.8,13165.414275
2020-11-27T08:00:00+00:00,1606464000000.0,100.8,102.45,80.0,90.6,43963.834225
2020-11-27T09:00:00+00:00,1606467600000.0,90.6,98.6,83.375,86.5,40397.2909
2020-11-27T10:00:00+00:00,1606471200000.0,86.5,93.5,86.0,90.675,35561.76795
2020-11-27T11:00:00+00:00,1606474800000.0,90.675,91.225,86.55,87.725,4240.068875
2020-11-27T12:00:00+00:00,1606478400000.0,87.725,94.0,87.5,93.0,24694.6568
2020-11-27T13:00:00+00:00,1606482000000.0,93.0,95.275,87.5,88.55,17443.41115
2020-11-27T14:00:00+00:00,1606485600000.0,88.55,93.65,86.025,90.9,61601.043025
2020-11-27T15:00:00+00:00,1606489200000.0,90.9,90.95,81.55,83.0,22686.240325
2020-11-27T16:00:00+00:00,1606492800000.0,83.0,91.0,81.55,90.0,16838.741775
2020-11-27T17:00:00+00:00,1606496400000.0,90.0,90.6,87.275,89.975,14531.987125
2020-11-27T18:00:00+00:00,1606500000000.0,89.975,96.7,89.975,90.625,20980.253675
2020-11-27T19:00:00+00:00,1606503600000.0,90.625,93.35,90.2,90.2,3315.96755
2020-11-27T20:00:00+00:00,1606507200000.0,90.2,95.0,89.0,94.05,76611.02145
2020-11-27T21:00:00+00:00,1606510800000.0,94.05,95.75,89.65,91.525,8210.922825
2020-11-27T22:00:00+00:00,1606514400000.0,91.525,96.225,90.675,90.675,8158.154275
2020-11-27T23:00:00+00:00,1606518000000.0,90.675,98.15,90.675,97.15,7926.64095
