coin,total,free,availableWithoutBorrow,usdValue,spotBorrow,TimeBKK
USD,1.00904157,0.75009656,0.75009656,1.0090415738,0.0,2021-08-02 03:06:00.247640
USD,1.02380121,0.76340265,0.76340265,1.0238012138,0.0,2021-08-02 04:06:00.586570
USD,1.02443028,0.76436611,0.76436611,1.0244302838,0.0,2021-08-02 05:06:00.617458
USD,1.02500263,0.76467067,0.76467067,1.0250026338,0.0,2021-08-02 06:06:00.090708
USD,0.99741311,0.73907332,0.73907332,0.9974131138,0.0,2021-08-02 07:06:00.497203
USD,1.01234004,0.7551059,0.7551059,1.0123400438,0.0,2021-08-02 08:06:00.924026
USD,1.01286082,0.75554633,0.75554633,1.0128608238,0.0,2021-08-02 09:06:00.348485
USD,1.0132948,0.75588768,0.75588768,1.0132948038,0.0,2021-08-02 10:06:00.749116
USD,1.02766857,0.76964991,0.76964991,1.0276685738,0.0,2021-08-02 11:06:00.164642
USD,0.98690394,0.73119394,0.73119394,0.9869039438,0.0,2021-08-02 12:06:00.531343
USD,0.98804958,0.73233957,0.73233957,0.9880495838,0.0,2021-08-02 13:06:00.873568
USD,0.93342607,0.68490532,0.68490532,0.9334260738,0.0,2021-08-02 14:06:00.440617
USD,0.97617172,0.72867401,0.72867401,0.9761717238,0.0,2021-08-02 15:06:00.870527
USD,0.97617172,0.73013457,0.73013457,0.9761717238,0.0,2021-08-02 15:34:39.937430
USD,0.93582172,0.69192171,0.69192171,0.9358217238,0.0,2021-08-02 16:06:00.624168
USD,0.85599078,0.61792578,0.61792578,0.8559907838,0.0,2021-08-02 17:06:00.232569
USD,0.78976786,0.55506536,0.55506536,0.7897678638,0.0,2021-08-02 18:06:00.874732
USD,0.81837796,0.59110545,0.59110545,0.8183779638,0.0,2021-08-02 19:06:00.744569
USD,0.81956416,0.59201487,0.59201487,0.8195641638,0.0,2021-08-02 20:06:00.109240
USD,0.80785979,0.58112068,0.58112068,0.8078597938,0.0,2021-08-02 21:06:00.632085
USD,0.82163628,0.59611877,0.59611877,0.8216362838,0.0,2021-08-02 22:06:00.215301
USD,0.83550634,0.60849285,0.60849285,0.8355063438,0.0,2021-08-02 23:06:00.913717
USD,0.86196102,0.62357055,0.62357055,0.8619610238,0.0,2021-08-03 00:06:00.946570
USD,0.86292236,0.63803093,0.63803093,0.8629223638,0.0,2021-08-03 01:06:00.564395
USD,0.85144003,0.62816752,0.62816752,0.8514400338,0.0,2021-08-03 02:06:00.574505
USD,0.9027868,0.67600241,0.67600241,0.9027868038,0.0,2021-08-03 03:06:00.036614
USD,0.90417798,0.67987562,0.67987562,0.9041779838,0.0,2021-08-03 04:06:00.504196
USD,0.90421798,0.6801188,0.6801188,0.9042179838,0.0,2021-08-03 05:06:00.807460
USD,0.90463578,0.68032221,0.68032221,0.9046357838,0.0,2021-08-03 06:05:58.826416
USD,0.85548247,0.63573997,0.63573997,0.8554824738,0.0,2021-08-03 07:06:00.414531
USD,0.85582818,0.63540149,0.63540149,0.8558281838,0.0,2021-08-03 08:06:00.056876
USD,0.84402748,0.61023123,0.61023123,0.8440274838,0.0,2021-08-03 09:06:00.576852
USD,0.84499849,0.62557097,0.62557097,0.8449984938,0.0,2021-08-03 10:06:01.010094
USD,0.83323756,0.61737256,0.61737256,0.8332375638,0.0,2021-08-03 11:06:00.538807
USD,0.82195742,0.60845741,0.60845741,0.8219574238,0.0,2021-08-03 12:06:00.020447
USD,0.78657143,0.57663642,0.57663642,0.7865714338,0.0,2021-08-03 13:06:00.804142
USD,0.77556246,0.56398414,0.56398414,0.7755624638,0.0,2021-08-03 14:06:00.478790
USD,0.78924817,0.57931316,0.57931316,0.7892481738,0.0,2021-08-03 15:06:00.445331
USD,0.75545118,0.55077118,0.55077118,0.7554511838,0.0,2021-08-03 16:06:00.098245
USD,0.80336699,0.59955158,0.59955158,0.8033669938,0.0,2021-08-03 17:06:00.885893
USD,0.79284368,0.57641368,0.57641368,0.7928436838,0.0,2021-08-03 18:06:00.772926
USD,0.80548812,0.59703332,0.59703332,0.8054881238,0.0,2021-08-03 19:06:00.312804
USD,0.81838288,0.61509038,0.61509038,0.8183828838,0.0,2021-08-03 20:06:00.831978
USD,0.80799712,0.60528712,0.60528712,0.8079971238,0.0,2021-08-03 21:06:00.244515
USD,0.8205299,0.6154924,0.6154924,0.8205299038,0.0,2021-08-03 22:06:00.844956
USD,0.84466171,0.60401437,0.60401437,0.8446617138,0.0,2021-08-03 23:06:00.540387
USD,0.88073224,0.67148707,0.67148707,0.8807322438,0.0,2021-08-04 00:06:00.974370
USD,0.84594582,0.63534582,0.63534582,0.8459458238,0.0,2021-08-04 01:06:00.721234
USD,0.84638857,0.63484228,0.63484228,0.8463885738,0.0,2021-08-04 02:06:00.406016
USD,0.8349355,0.6249355,0.6249355,0.8349355038,0.0,2021-08-04 03:06:00.153922
USD,0.83547695,0.62547694,0.62547694,0.8354769538,0.0,2021-08-04 04:06:00.039374
USD,0.84777679,0.61430403,0.61430403,0.8477767938,0.0,2021-08-04 05:06:00.656389
USD,0.83641979,0.62613323,0.62613323,0.8364197938,0.0,2021-08-04 06:06:00.310278
USD,0.80115295,0.59295294,0.59295294,0.8011529538,0.0,2021-08-04 07:06:00.169762
USD,0.80167774,0.59317905,0.59317905,0.8016777438,0.0,2021-08-04 08:06:00.943302
USD,0.79034758,0.58244984,0.58244984,0.7903475838,0.0,2021-08-04 09:06:00.422577
USD,0.79105577,0.58339912,0.58339912,0.7910557738,0.0,2021-08-04 10:06:00.252518
USD,0.78020571,0.57320571,0.57320571,0.7802057138,0.0,2021-08-04 11:06:00.741139
USD,0.79306506,0.58529893,0.58529893,0.7930650638,0.0,2021-08-04 12:06:00.427528
USD,0.78184855,0.57657354,0.57657354,0.7818485538,0.0,2021-08-04 13:06:00.946074
USD,0.78247851,0.57547851,0.57547851,0.7824785138,0.0,2021-08-04 14:06:00.846076
USD,0.78328319,0.5755837,0.5755837,0.7832831938,0.0,2021-08-04 15:06:00.865687
USD,0.77193743,0.56553743,0.56553743,0.7719374338,0.0,2021-08-04 16:06:00.609087
USD,0.78470527,0.57726925,0.57726925,0.7847052738,0.0,2021-08-04 17:06:00.426707
USD,0.77397123,0.56891929,0.56891929,0.7739712338,0.0,2021-08-04 18:06:00.584031
USD,0.77535794,0.56980674,0.56980674,0.7753579438,0.0,2021-08-04 19:06:00.542055
USD,0.81075794,0.55431828,0.55431828,0.8107579438,0.0,2021-08-04 20:06:00.353629
USD,0.82392542,0.61476364,0.61476364,0.8239254238,0.0,2021-08-04 21:06:00.959413
USD,0.81212542,0.60566042,0.60566042,0.8121254238,0.0,2021-08-04 22:06:00.488623
USD,0.85986746,0.63179695,0.63179695,0.8598674638,0.0,2021-08-04 23:06:00.605682
USD,0.84921147,0.64086895,0.64086895,0.8492114738,0.0,2021-08-05 00:06:00.925066
USD,0.88620754,0.63502187,0.63502187,0.8862075438,0.0,2021-08-05 01:06:00.847972
USD,0.88777363,0.67220895,0.67220895,0.8877736338,0.0,2021-08-05 02:06:00.571663
USD,0.92526894,0.70988893,0.70988893,0.9252689438,0.0,2021-08-05 03:06:00.326470
USD,0.97474278,0.70598958,0.70598958,0.9747427838,0.0,2021-08-05 04:06:00.480399
USD,0.95203508,0.73186508,0.73186508,0.9520350838,0.0,2021-08-05 05:06:00.274819
USD,0.94089061,0.7231206,0.7231206,0.9408906138,0.0,2021-08-05 06:05:59.574509
USD,0.92864693,0.70970693,0.70970693,0.9286469338,0.0,2021-08-05 07:06:00.139028
USD,0.97740325,0.75591248,0.75591248,0.9774032538,0.0,2021-08-05 08:06:00.791059
USD,1.0029178,0.77847779,0.77847779,1.0029178038,0.0,2021-08-05 09:06:00.789602
USD,1.00329383,0.77704383,0.77704383,1.0032938338,0.0,2021-08-05 10:06:00.223139
USD,1.0291083,0.78709211,0.78709211,1.0291083038,0.0,2021-08-05 11:06:00.743555
USD,1.03014358,0.80264357,0.80264357,1.0301435838,0.0,2021-08-05 12:06:00.280106
USD,1.01869595,0.77598644,0.77598644,1.0186959538,0.0,2021-08-05 13:06:00.736781
USD,1.03286385,0.7999052,0.7999052,1.0328638538,0.0,2021-08-05 14:06:00.402110
USD,1.02016385,0.78784385,0.78784385,1.0201638538,0.0,2021-08-05 15:06:00.872839
USD,1.03276677,0.79567012,0.79567012,1.0327667738,0.0,2021-08-05 16:06:00.559507
USD,0.98149232,0.74929231,0.74929231,0.9814923238,0.0,2021-08-05 17:06:00.616456
USD,1.05820012,0.82136442,0.82136442,1.0582001238,0.0,2021-08-05 18:06:00.164541
USD,1.05813453,0.82153204,0.82153204,1.0581345338,0.0,2021-08-05 19:06:00.812328
USD,1.05805957,0.82198956,0.82198956,1.0580595738,0.0,2021-08-05 20:06:00.309315
USD,1.07046605,0.81031092,0.81031092,1.0704660538,0.0,2021-08-05 21:06:00.217637
USD,1.08287253,0.84544059,0.84544059,1.0828725338,0.0,2021-08-05 22:06:00.381783
USD,1.04488317,0.80763316,0.80763316,1.0448831738,0.0,2021-08-05 23:06:00.288202
USD,1.09630376,0.73682561,0.73682561,1.0963037638,0.0,2021-08-06 00:06:00.091105
USD,1.10940098,0.84971867,0.84971867,1.1094009838,0.0,2021-08-06 01:06:00.876490
USD,1.10937242,0.86641037,0.86641037,1.1093724238,0.0,2021-08-06 02:06:00.530932
USD,1.14811749,0.88047788,0.88047788,1.1481174938,0.0,2021-08-06 03:06:00.058638
USD,1.12160799,0.87396549,0.87396549,1.1216079938,0.0,2021-08-06 04:06:00.468937
USD,1.34012296,0.99746046,0.99746046,1.3401229689,0.0,2021-08-06 05:06:00.045727
USD,1.44793485,1.09015485,1.09015485,1.4479348589,0.0,2021-08-06 06:06:00.724369
USD,1.55406294,1.08774014,1.08774014,1.5540629489,0.0,2021-08-06 07:06:00.856486
USD,1.49692741,1.12128991,1.12128991,1.4969274189,0.0,2021-08-06 08:06:00.681998
USD,1.51427886,1.09761768,1.09761768,1.5142788689,0.0,2021-08-06 09:06:00.569636
USD,1.45962736,1.09188986,1.09188986,1.4596273689,0.0,2021-08-06 10:06:00.170078
USD,1.44058546,1.07074546,1.07074546,1.4405854689,0.0,2021-08-06 11:06:00.340390
USD,1.38580568,1.02171818,1.02171818,1.3858056889,0.0,2021-08-06 12:06:00.912890
USD,1.36752468,1.00434968,1.00434968,1.3675246889,0.0,2021-08-06 13:06:00.467387
USD,1.42104247,1.06114497,1.06114497,1.4210424789,0.0,2021-08-06 14:06:00.106679
USD,1.38493112,1.02682862,1.02682862,1.3849311289,0.0,2021-08-06 15:06:00.747048
USD,1.38361734,0.97935744,0.97935744,1.3836173489,0.0,2021-08-06 16:06:00.164640
USD,1.36598032,1.02229608,1.02229608,1.3659803289,0.0,2021-08-06 17:06:00.748226
USD,1.36440648,1.01217648,1.01217648,1.3644064889,0.0,2021-08-06 18:06:00.384582
USD,1.34716662,1.00276912,1.00276912,1.3471666289,0.0,2021-08-06 19:06:00.868626
USD,1.38122054,0.98410569,0.98410569,1.3812205489,0.0,2021-08-06 20:06:00.537981
USD,1.39802009,1.01069979,1.01069979,1.3980200989,0.0,2021-08-06 21:06:00.275334
USD,1.62272469,1.1322657,1.1322657,1.6227246989,0.0,2021-08-06 22:06:00.843204
USD,1.60786707,1.19016868,1.19016868,1.6078670789,0.0,2021-08-06 23:06:00.448
USD,1.81943978,1.35834839,1.35834839,1.8194397889,0.0,2021-08-07 00:06:00.458486
USD,1.8395149,1.32343887,1.32343887,1.8395149089,0.0,2021-08-07 01:06:00.303917
USD,1.79992229,1.34576925,1.34576925,1.7999222989,0.0,2021-08-07 02:06:00.140172
USD,1.83250593,1.36504593,1.36504593,1.8325059389,0.0,2021-08-07 03:06:00.939591
USD,1.81125593,1.31005843,1.31005843,1.8112559389,0.0,2021-08-07 04:06:00.716257
USD,1.66080844,1.21025177,1.21025177,1.6608084489,0.0,2021-08-07 05:06:00.671276
USD,1.57866938,1.15636938,1.15636938,1.5786693889,0.0,2021-08-07 06:05:59.143174
USD,1.65732534,1.24444534,1.24444534,1.6573253489,0.0,2021-08-07 07:06:00.801123
USD,1.67606287,1.23542181,1.23542181,1.6760628789,0.0,2021-08-07 08:06:00.137809
USD,1.65523983,1.23528819,1.23528819,1.6552398389,0.0,2021-08-07 09:06:00.135743
USD,1.63426187,1.18995258,1.18995258,1.6342618789,0.0,2021-08-07 10:06:00.687059
USD,2.38113541,1.72870706,1.72870706,2.38113541015,0.0,2021-08-07 11:06:00.065254
USD,2.71999648,2.06783559,2.06783559,2.71999648015,0.0,2021-08-07 12:06:00.532628
USD,2.55606722,1.8816878,1.8816878,2.5560672289,0.0,2021-08-07 13:06:00.841046
USD,2.55312251,1.91947251,1.91947251,2.5531225189,0.0,2021-08-07 14:06:00.491003
USD,2.60475882,1.87196852,1.87196852,2.6047588289,0.0,2021-08-07 15:06:00.081211
USD,2.9096763,2.00021801,2.00021801,2.9096763089,0.0,2021-08-07 16:06:00.609639
USD,3.02164046,2.28295363,2.28295363,3.0216404689,0.0,2021-08-07 17:06:00.053154
USD,2.95472396,2.22678645,2.22678645,2.9547239689,0.0,2021-08-07 18:06:00.767209
USD,2.98176569,2.10821817,2.10821817,2.9817656989,0.0,2021-08-07 19:06:00.133680
USD,2.85536587,2.10167587,2.10167587,2.8553658789,0.0,2021-08-07 20:06:00.016848
USD,2.97341891,2.20514786,2.20514786,2.9734189189,0.0,2021-08-07 21:06:00.562989
USD,3.03176324,2.05037524,2.05037524,3.0317632489,0.0,2021-08-07 22:06:01.001400
USD,2.96774298,2.23113298,2.23113298,2.9677429889,0.0,2021-08-07 23:06:00.358083
USD,3.08743531,2.30048337,2.30048337,3.0874353189,0.0,2021-08-08 00:06:00.836817
USD,3.23970416,2.43245584,2.43245584,3.2397041689,0.0,2021-08-08 01:06:00.288990
USD,3.29829241,2.50618019,2.50618019,3.2982924189,0.0,2021-08-08 02:06:00.066598
USD,3.39168929,2.49457775,2.49457775,3.3916892989,0.0,2021-08-08 03:06:00.980497
USD,3.35737609,2.55621674,2.55621674,3.3573760989,0.0,2021-08-08 04:06:00.355561
USD,3.48401835,2.67427243,2.67427243,3.4840183589,0.0,2021-08-08 05:06:00.993159
USD,3.51354074,2.69720573,2.69720573,3.5135407489,0.0,2021-08-08 06:06:00.490489
USD,3.64339625,2.65144098,2.65144098,3.6433962589,0.0,2021-08-08 07:06:00.182921
USD,3.46979783,2.59472283,2.59472283,3.4697978389,0.0,2021-08-08 08:06:00.646464
USD,3.08660889,2.26359389,2.26359389,3.0866088989,0.0,2021-08-08 09:06:00.111037
USD,2.91524429,2.10792179,2.10792179,2.9152442989,0.0,2021-08-08 10:06:00.529942
USD,2.81337024,2.01823524,2.01823524,2.8133702489,0.0,2021-08-08 11:06:00.975601
USD,2.87807354,2.00168823,2.00168823,2.8780735489,0.0,2021-08-08 12:06:00.418485
USD,2.44006522,1.76092521,1.76092521,2.4400652289,0.0,2021-08-08 13:06:00.820246
USD,2.66501294,1.92090079,1.92090079,2.6650129489,0.0,2021-08-08 14:06:00.275292
USD,2.71986228,2.0033859,2.0033859,2.7198622889,0.0,2021-08-08 15:06:00.595694
USD,2.57781293,1.91467293,1.91467293,2.5778129389,0.0,2021-08-08 16:06:00.217800
USD,2.52079035,1.82677819,1.82677819,2.5207903589,0.0,2021-08-08 17:06:00.593276
USD,2.51714228,1.72294471,1.72294471,2.5171422889,0.0,2021-08-08 18:06:00.215582
USD,2.51484166,1.864148,1.864148,2.5148416689,0.0,2021-08-08 19:06:00.655744
USD,2.48648938,1.86704938,1.86704938,2.4864893889,0.0,2021-08-08 20:06:00.357417
USD,2.40532755,1.79565505,1.79565505,2.4053275589,0.0,2021-08-08 21:06:00.787140
USD,2.09044557,1.50225557,1.50225557,2.0904455789,0.0,2021-08-08 22:06:00.778994
USD,2.0399263,1.46191344,1.46191344,2.0399263089,0.0,2021-08-08 23:06:00.396561
USD,1.86486388,1.31706388,1.31706388,1.8648638889,0.0,2021-08-09 00:06:00.832771
USD,1.71971855,1.20976855,1.20976855,1.7197185589,0.0,2021-08-09 01:06:00.463572
USD,1.8093404,1.1061017,1.1061017,1.8093404089,0.0,2021-08-09 02:06:00.922392
USD,1.71914035,1.17525146,1.17525146,1.7191403589,0.0,2021-08-09 03:06:00.495664
USD,1.74137791,1.22067114,1.22067114,1.7413779189,0.0,2021-08-09 04:06:01.008772
USD,1.785082,1.27821901,1.27821901,1.7850820089,0.0,2021-08-09 05:06:00.492993
USD,1.82703623,1.34867129,1.34867129,1.8270362389,0.0,2021-08-09 06:05:59.786467
USD,1.70256486,1.25007986,1.25007986,1.7025648689,0.0,2021-08-09 07:06:00.423580
USD,1.53685713,1.09698213,1.09698213,1.5368571389,0.0,2021-08-09 08:06:00.751987
USD,1.39607552,0.98748051,0.98748051,1.3960755289,0.0,2021-08-09 09:06:00.482994
USD,1.41567429,0.98590897,0.98590897,1.4156742989,0.0,2021-08-09 10:06:00.927868
USD,1.37711744,0.97888243,0.97888243,1.3771174489,0.0,2021-08-09 11:06:00.410364
USD,1.33794809,0.89022733,0.89022733,1.3379480989,0.0,2021-08-09 12:06:00.847076
USD,1.33717135,0.94914635,0.94914635,1.3371713589,0.0,2021-08-09 13:06:00.271459
USD,1.39253247,1.01006247,1.01006247,1.3925324789,0.0,2021-08-09 14:06:00.783512
USD,1.39182312,1.01248812,1.01248812,1.3918231289,0.0,2021-08-09 15:06:00.469034
USD,1.40918312,1.03208312,1.03208312,1.4091831289,0.0,2021-08-09 16:06:00.883018
USD,1.51557218,1.1184142,1.1184142,1.5155721889,0.0,2021-08-09 17:06:00.393167
USD,1.53249478,1.12012363,1.12012363,1.5324947889,0.0,2021-08-09 18:06:00.907882
