close,rsi,bandwidth,percent-b,cv,x,chop,roc-0,roc-1,roc-2,roc-3,roc-4,roc-5,roc-6,roc-7,roc-8,roc-9,roc-10,roc-11,roc-12,roc-13,roc-14,roc-15,roc-16,roc-17,roc-18,roc-19,roc-20,roc-21,roc-22,roc-23
67.175,0.0,0.31010651814634416,0.49999999999999983,0.07752662953658601,1.0208410867138071,0.34897409001094204,-0.02246069378587434,-0.03194409782879948,-0.06800598951834258,-0.07212378337908643,-0.11517344646867955,-0.14462191165460425,-0.16171699525829786,-0.19391065635138482,-0.20239580733715967,-0.1897928624906413,-0.20139755428000972,-0.20164711754429732,-0.1804342400798601,-0.22710257050162197,-0.2771400049912651,-0.23820813576241562,-0.20938357873720959,-0.18230596456201642,-0.17943598702271002,-0.1679560768654853,-0.15198402795108545,-0.16159221362615406,-0.1632143748440228,-0.1577239830296978
64.5,0.0,0.3107712932754585,0.43446903272638887,0.0776928233188646,0.9585271317829458,0.34897409001094204,-0.02246069378587434,-0.03194409782879948,-0.06800598951834258,-0.07212378337908643,-0.11517344646867955,-0.14462191165460425,-0.16171699525829786,-0.19391065635138482,-0.20239580733715967,-0.1897928624906413,-0.20139755428000972,-0.20164711754429732,-0.1804342400798601,-0.22710257050162197,-0.2771400049912651,-0.23820813576241562,-0.20938357873720959,-0.18230596456201642,-0.17943598702271002,-0.1679560768654853,-0.15198402795108545,-0.16159221362615406,-0.1632143748440228,-0.1577239830296978
64.125,0.0,0.31165785233028487,0.4130414466020005,0.07791446308257119,0.9941520467836257,0.34897409001094204,-0.009701302016849933,-0.03194409782879948,-0.06800598951834258,-0.07212378337908643,-0.11517344646867955,-0.14462191165460425,-0.16171699525829786,-0.19391065635138482,-0.20239580733715967,-0.1897928624906413,-0.20139755428000972,-0.20164711754429732,-0.1804342400798601,-0.22710257050162197,-0.2771400049912651,-0.23820813576241562,-0.20938357873720959,-0.18230596456201642,-0.17943598702271002,-0.1679560768654853,-0.15198402795108545,-0.16159221362615406,-0.1632143748440228,-0.1577239830296978
61.7,0.0,0.31354940962852235,0.31610960502520924,0.07838735240713056,0.9606969205834684,0.34897409001094204,-0.03725186903841171,-0.046591779423027946,-0.06800598951834258,-0.07212378337908643,-0.11517344646867955,-0.14462191165460425,-0.16171699525829786,-0.19391065635138482,-0.20239580733715967,-0.1897928624906413,-0.20139755428000972,-0.20164711754429732,-0.1804342400798601,-0.22710257050162197,-0.2771400049912651,-0.23820813576241562,-0.20938357873720959,-0.18230596456201642,-0.17943598702271002,-0.1679560768654853,-0.15198402795108545,-0.16159221362615406,-0.1632143748440228,-0.1577239830296978
62.8,0.06649226439440759,0.3154064699222085,0.3216089653083601,0.0788516174805521,1.017515923566879,0.34897409001094204,-0.0044182621502211195,-0.04150554266563544,-0.05080418687771282,-0.07212378337908643,-0.11517344646867955,-0.14462191165460425,-0.16171699525829786,-0.19391065635138482,-0.20239580733715967,-0.1897928624906413,-0.20139755428000972,-0.20164711754429732,-0.1804342400798601,-0.22710257050162197,-0.2771400049912651,-0.23820813576241562,-0.20938357873720959,-0.18230596456201642,-0.17943598702271002,-0.1679560768654853,-0.15198402795108545,-0.16159221362615406,-0.1632143748440228,-0.1577239830296978
57.0,0.047341178528736205,0.31844078910166523,0.21299756705218886,0.07961019727541628,0.8982456140350877,0.34897409001094204,-0.046395911780527044,-0.05060918462980324,-0.08597576695024478,-0.09484299208578006,-0.11517344646867955,-0.14462191165460425,-0.16171699525829786,-0.19391065635138482,-0.20239580733715967,-0.1897928624906413,-0.20139755428000972,-0.20164711754429732,-0.1804342400798601,-0.22710257050162197,-0.2771400049912651,-0.23820813576241562,-0.20938357873720959,-0.18230596456201642,-0.17943598702271002,-0.1679560768654853,-0.15198402795108545,-0.16159221362615406,-0.1632143748440228,-0.1577239830296978
57.7,0.08407776793282762,0.3221728761797474,0.15441275278054584,0.08054321904493682,1.0121317157712306,0.34897409001094204,-0.033281624594556525,-0.07813340505648192,-0.08220645334047405,-0.11639597834493409,-0.12496808782231317,-0.14462191165460425,-0.16171699525829786,-0.19391065635138482,-0.20239580733715967,-0.1897928624906413,-0.20139755428000972,-0.20164711754429732,-0.1804342400798601,-0.22710257050162197,-0.2771400049912651,-0.23820813576241562,-0.20938357873720959,-0.18230596456201642,-0.17943598702271002,-0.1679560768654853,-0.15198402795108545,-0.16159221362615406,-0.1632143748440228,-0.1577239830296978
55.075,0.07205499350698574,0.3261833500788594,0.13744947663049856,0.08154583751971488,0.9523377212891512,0.34897409001094204,-0.019985412107950462,-0.05260188971936275,-0.09655728886498116,-0.10054893560048217,-0.1340551688579531,-0.1424559611947922,-0.16171699525829786,-0.19391065635138482,-0.20239580733715967,-0.1897928624906413,-0.20139755428000972,-0.20164711754429732,-0.1804342400798601,-0.22710257050162197,-0.2771400049912651,-0.23820813576241562,-0.20938357873720959,-0.18230596456201642,-0.17943598702271002,-0.1679560768654853,-0.15198402795108545,-0.16159221362615406,-0.1632143748440228,-0.1577239830296978
53.6,0.06594145476653146,0.33097845943174903,0.07805037814494051,0.08274461485793726,0.972481343283582,0.34897409001094204,-0.03840428699017551,-0.05762217359591537,-0.08898603864053023,-0.13125336202259263,-0.13509171241130014,-0.16731116267079127,-0.17538932856778156,-0.19391065635138482,-0.20239580733715967,-0.1897928624906413,-0.20139755428000972,-0.20164711754429732,-0.1804342400798601,-0.22710257050162197,-0.2771400049912651,-0.23820813576241562,-0.20938357873720959,-0.18230596456201642,-0.17943598702271002,-0.1679560768654853,-0.15198402795108545,-0.16159221362615406,-0.1632143748440228,-0.1577239830296978
53.2,0.06423606599703358,0.3357334842951595,0.09347991322459766,0.08393337107378991,0.9924812030075189,0.34897409001094204,-0.010526315789473606,-0.048526347127121006,-0.06754194018964244,-0.09857565928641931,-0.1403980634749864,-0.14419601017539163,-0.17607630832688814,-0.18406944089864696,-0.20239580733715967,-0.1897928624906413,-0.20139755428000972,-0.20164711754429732,-0.1804342400798601,-0.22710257050162197,-0.2771400049912651,-0.23820813576241562,-0.20938357873720959,-0.18230596456201642,-0.17943598702271002,-0.1679560768654853,-0.15198402795108545,-0.16159221362615406,-0.1632143748440228,-0.1577239830296978
