close,rsi,bandwidth,percent-b,cv,x,chop,roc-0,roc-1,roc-2,roc-3,roc-4,roc-5,roc-6,roc-7,roc-8,roc-9,roc-10,roc-11,roc-12,roc-13,roc-14,roc-15,roc-16,roc-17,roc-18,roc-19,roc-20,roc-21,roc-22,roc-23
249900.0,0.3813953173703406,0.3472275479617668,0.08056659196319092,0.08680688699044171,0.9571828731492596,0.6568852320777322,-0.034661606578115116,-0.08676400191479172,-0.1173953273189915,-0.11841497227356745,-0.0075432435947457846,-0.03049167831279387,-0.08577932191206418,-0.15031733659948787,-0.10170688640376703,-0.1270876229695722,-0.1944473767549879,-0.2203718839395179,-0.2434067023597065,-0.19563613365658272,0.01746666666666652,-0.07547855585170826,-0.17063362677969784,-0.224255362407238,-0.14756478999106348,-0.2315980263820361,-0.39209750657213416,-0.4100502512562815,-0.3982335777935494,-0.3641893017830362
264500.0,0.4463096296911955,0.36131682052438574,0.18168616556889608,0.09032920513109644,1.0551984877126654,0.6266062749653489,0.0234569519066965,-0.012017710309930374,-0.06534226902824303,-0.09669211195928752,-0.09773567467652487,0.01573676680972813,-0.007749968237835136,-0.06433449143404801,-0.13038637122814833,-0.08063566804002352,-0.10661175932280942,-0.17555156761321655,-0.2020841847159788,-0.22565932976402936,-0.17676820912828073,0.04133333333333344,-0.053792100799612164,-0.151179219650038,-0.20605875775134694,-0.12756925826630916,-0.2135736582418688,-0.3778379670198359,-0.3962118283726324,-0.3841179717687879
282700.0,0.5189217936439825,0.3414760455316159,0.3296369966235809,0.08536901138290395,1.064379200565971,0.613511233500822,0.057746478873239575,0.0825579871576465,0.045034788108792016,-0.011369076112972555,-0.044529262086513983,-0.04563308687615508,0.07439198855507878,0.04954897725829,-0.010303102911225492,-0.08016924618639354,-0.027545615067686824,-0.05502173415694345,-0.1279425736303177,-0.1560073559460564,-0.18094388260955774,-0.12922947190892786,0.10146666666666683,0.0008480736612552775,-0.10216280839039228,-0.16021144657924158,-0.07718945487041995,-0.16816030611217392,-0.3419103003266151,-0.3613451874758408
258600.0,0.4323009913380987,0.34187329302497743,0.2607231459274456,0.08546832325624434,0.9068058778035576,0.6029884330850787,-0.0334099987894928,0.02240717029449435,0.04638972611715375,0.010120177103099426,-0.04439923408329327,-0.0764515382835993,-0.07751848428835473,0.03849655351801285,0.01448354719857714,-0.04336887504492615,-0.1109007905578443,-0.060035314891112475,-0.08659345687485698,-0.157078011189697,-0.1842051491622395,-0.2083085465000991,-0.1583219141983766,0.06466666666666665,-0.03259025926823345,-0.13215954787523088,-0.18826878113245904,-0.10802055406613044,-0.19595206927801825,-0.3638970763960805
242800.0,0.383833442791781,0.3635305550272535,0.13277035845147012,0.0908826387568134,0.9349258649093904,0.5893505805110253,-0.06938008766437076,-0.10047209780898204,-0.04852752880921896,-0.02620888481195116,-0.05996204933586336,-0.11069889899473427,-0.14052741151977788,-0.14152033271719033,-0.03355442840421385,-0.05590141024012208,-0.10974002635677482,-0.1725865716512638,-0.12525014714537974,-0.14996568291008927,-0.2155600126675816,-0.2408050674295056,-0.26323616894705537,-0.21671761357647304,-0.009199999999999986,-0.09970923188756964,-0.1923703945223345,-0.2445867642573956,-0.16990616621983912,-0.25173698519786525
184350.0,0.25959877623915795,0.43994893657129797,-0.10556328825372484,0.1099872341428245,0.6829400596691076,0.5037335203032237,-0.1764903781456062,-0.2336255479023168,-0.25923011741919866,-0.21645326504481432,-0.19807364696632146,-0.2258697027197976,-0.2676519865964575,-0.2922160536664353,-0.29303373382624764,-0.20412277279230065,-0.22252572735357645,-0.2668623457529651,-0.31861708050328474,-0.27963507945850496,-0.2999885609700297,-0.3540061226644147,-0.3747956681651001,-0.39326789609359497,-0.35495941815115417,-0.1840666666666666,-0.2586018899927307,-0.33490924899467445,-0.3779099318898038,-0.3164097408400357
182100.0,0.2559196095786477,0.5453472622633452,-0.10798658627184304,0.13633681556583632,0.987644151565074,0.4438272648688082,-0.11953590979655206,-0.2749293500201857,-0.3252348152786475,-0.3477787192833798,-0.3101152368758002,-0.2939326431660333,-0.3184060721062618,-0.3551938726663475,-0.376821651630812,-0.3775415896487985,-0.2992586812329302,-0.3154618218777793,-0.3544986222594944,-0.40006680770515535,-0.3657445556209536,-0.3836650652024708,-0.4312255885147261,-0.4495300367797304,-0.4657941701368234,-0.4320649309581533,-0.2816,-0.34722558759389377,-0.4144114770133681,-0.4522720341567551
147100.0,0.2040210569301172,0.6496002445857084,-0.10516003212452714,0.16240006114642708,0.7620666213460231,0.42101761883789546,-0.12815515961395685,-0.23237192581093224,-0.3678508948997443,-0.4117094552285535,-0.4313642416172376,-0.3985275288092189,-0.3844188179792949,-0.4057558507273877,-0.4378291048348492,-0.4566851723340273,-0.4573128465804066,-0.3890622967876186,-0.4031889213568797,-0.4372229543548579,-0.4769513417214119,-0.44702766333137145,-0.4626515671471058,-0.5041169640029557,-0.520075602778913,-0.5342554035296451,-0.5048487403815747,-0.3736666666666666,-0.4308819966077053,-0.4894576676448213
149850.0,0.2183909591271821,0.7601910514687249,-0.044584748651691736,0.1900477628671812,1.0183516850183516,0.4250317701096528,-0.07472059606173498,-0.19329992576095026,-0.28972955306806114,-0.4150854528327277,-0.4556668753913588,-0.4738530444256144,-0.4434699103713188,-0.4304154108242694,-0.4501581277672359,-0.4798348492101483,-0.4972819801064076,-0.4978627541589649,-0.4347119261282351,-0.44778300088934064,-0.4792739906553252,-0.5160338492372787,-0.4883460859329018,-0.5028025623427133,-0.5411696400295577,-0.5559358398038414,-0.5690561173904422,-0.5418467376409823,-0.42046666666666666,-0.473406833050642
153400.0,0.2388582950706768,0.8445402718745821,0.059147712579158185,0.21113506796864556,1.023142112125163,0.4412185399346963,0.030714367882204163,-0.04630122405534853,-0.16852264291017072,-0.2679140452651361,-0.3971201722513793,-0.4389480275516594,-0.4576927732720011,-0.42637644046094747,-0.412920980212292,-0.4332700822264389,-0.4638583054092866,-0.4818413139023826,-0.4824399260628465,-0.4173494602679152,-0.43082200482784905,-0.4632802204384808,-0.5011691348402183,-0.4726309593878753,-0.4875314573324182,-0.5270769555579013,-0.5422966898242747,-0.5558199484433868,-0.5277748497944554,-0.4026666666666666
147550.0,0.2275294712959736,0.9381438941709532,0.11420574227536695,0.2345359735427383,0.9603524229074889,0.4356381842279423,-0.02075892857142858,0.009317841941792304,-0.06609898882384246,-0.18578322197475872,-0.28311136530762315,-0.4096353115327681,-0.4505948653725736,-0.4689504902554171,-0.4382842509603073,-0.4251081116498492,-0.4450347881087918,-0.47498803255146,-0.4925977330557483,-0.4931839186691312,-0.4294446612043178,-0.4426375301740567,-0.4744219480052713,-0.5115243291392941,-0.4835785756327251,-0.4981697552047586,-0.5368943312572574,-0.5517981201471189,-0.5650406504065041,-0.5375777379572045
155000.0,0.2778581274552333,1.0091745070936646,0.19154847206747505,0.2522936267734161,1.0480645161290325,0.4190576044842679,0.04513334852974693,0.0234375,0.054871735879443266,-0.02394890899414581,-0.14903489235337786,-0.2507557807010377,-0.38299017628852106,-0.4257983719474013,-0.4449824476455635,-0.4129321382842509,-0.3991613156860176,-0.41998734977862107,-0.4512924844423168,-0.4696969696969696,-0.4703096118299445,-0.4036935882429444,-0.4174818955660018,-0.4507008506050078,-0.4894777864380359,-0.4602707474985286,-0.4755204758636468,-0.5159928217037897,-0.531569268492031,-0.5454094784850287
